"","player","style","skill","footwork","results","time","x","y","recorder","unicode","file","match_year","match","match_winner","match_result","opponent","games","file_order","stroke","order","rally_id","time_sec"
"1","Mattias_Falck","forehand","serve","no move","continue","00:00:01:59",145000,189000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,1,1,1375,315,1.59
"2","Lin_Yun_Ju","backhand","side-spin drive","step","won","00:00:02:09",176000,363000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,2,2,1376,315,2.09
"3","Mattias_Falck","forehand","serve","no move","continue","00:00:06:76",137000,140000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,3,1,1377,316,6.76
"4","Lin_Yun_Ju","backhand","side-spin drive","step","continue","00:00:07:16",198000,353000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,4,2,1378,316,7.16
"5","Mattias_Falck","backhand","drive","step","continue","00:00:07:49",205000,155000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,5,3,1379,316,7.49
"6","Lin_Yun_Ju","backhand","block","step","won","00:00:07:99",167000,336000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,6,4,1380,316,7.99
"7","Lin_Yun_Ju","forehand","serve","no move","continue","00:00:12:39",168000,301000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,7,1,1381,317,12.39
"8","Mattias_Falck","forehand","push","step","continue","00:00:13:09",182000,132000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,8,2,1382,317,13.09
"9","Lin_Yun_Ju","backhand","drive","step","continue","00:00:13:39",122000,342000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,9,3,1383,317,13.39
"10","Mattias_Falck","forehand","block","step","continue","00:00:13:83",207000,169000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,10,4,1384,317,13.83
"11","Lin_Yun_Ju","backhand","drive","step","continue","00:00:14:23",157000,353000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,11,5,1385,317,14.23
"12","Mattias_Falck","forehand","drive","step","continue","00:00:14:66",177000,145000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,12,6,1386,317,14.66
"13","Lin_Yun_Ju","forehand","drive","step","won","00:00:15:03",220000,312000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,13,7,1387,317,15.03
"14","Lin_Yun_Ju","forehand","serve","no move","continue","00:00:19:86",165000,317000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,14,1,1388,318,19.86
"15","Mattias_Falck","forehand","push","step","continue","00:00:20:53",114000,169000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,15,2,1389,318,20.53
"16","Lin_Yun_Ju","forehand","drive","step","continue","00:00:21:46",231000,359000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,16,3,1390,318,21.46
"17","Mattias_Falck","forehand","drive","step","continue","00:00:22:16",126000,118000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,17,4,1391,318,22.16
"18","Lin_Yun_Ju","forehand","drive","step","won","00:00:22:73",218000,335000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,18,5,1392,318,22.73
"19","Mattias_Falck","forehand","serve","no move","continue","00:00:28:09",156000,186000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,19,1,1393,319,28.09
"20","Lin_Yun_Ju","backhand","side-spin drive","step","won","00:00:28:53",214000,347000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,20,2,1394,319,28.53
"21","Mattias_Falck","forehand","serve","no move","continue","00:00:33:29",141000,189000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,21,1,1395,320,33.29
"22","Lin_Yun_Ju","forehand","push","step","continue","00:00:33:83",217000,344000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,22,2,1396,320,33.83
"23","Mattias_Falck","forehand","drive","step","continue","00:00:34:53",239000,137000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,23,3,1397,320,34.53
"24","Lin_Yun_Ju","backhand","block","step","won","00:00:34:93",138000,321000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,24,4,1398,320,34.93
"25","Lin_Yun_Ju","forehand","serve","no move","continue","00:00:39:43",219000,349000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,25,1,1399,321,39.43
"26","Mattias_Falck","backhand","drive","step","won","00:00:39:83",170000,149000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,26,2,1400,321,39.83
"27","Lin_Yun_Ju","forehand","serve","no move","continue","00:00:44:89",188000,312000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,27,1,1401,322,44.89
"28","Mattias_Falck","forehand","push","step","won","00:00:45:39",146000,198000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,28,2,1402,322,45.39
"29","Mattias_Falck","forehand","serve","no move","continue","00:00:49:46",210000,195000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,29,1,1403,323,49.46
"30","Lin_Yun_Ju","backhand","push","step","continue","00:00:50:03",150000,327000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,30,2,1404,323,50.03
"31","Mattias_Falck","forehand","push","step","continue","00:00:50:53",172000,169000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,31,3,1405,323,50.53
"32","Lin_Yun_Ju","backhand","drive","step","continue","00:00:51:06",215000,362000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,32,4,1406,323,51.06
"33","Mattias_Falck","backhand","block","step","continue","00:00:51:39",139000,146000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,33,5,1407,323,51.39
"34","Lin_Yun_Ju","forehand","drive","step","continue","00:00:51:89",163000,338000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,34,6,1408,323,51.89
"35","Mattias_Falck","forehand","block","step","continue","00:00:52:36",175000,187000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,35,7,1409,323,52.36
"36","Lin_Yun_Ju","forehand","drive","step","continue","00:00:52:96",218000,356000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,36,8,1410,323,52.96
"37","Mattias_Falck","backhand","block","step","continue","00:00:53:29",136000,190000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,37,9,1411,323,53.29
"38","Lin_Yun_Ju","forehand","drive","step","won","00:00:53:76",214000,329000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,38,10,1412,323,53.76
"39","Mattias_Falck","forehand","serve","no move","continue","00:00:58:43",155000,197000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,39,1,1413,324,58.43
"40","Lin_Yun_Ju","backhand","push","step","continue","00:00:59:06",172000,361000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,40,2,1414,324,59.06
"41","Mattias_Falck","forehand","drive","step","continue","00:00:59:76",167000,135000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,41,3,1415,324,59.76
"42","Lin_Yun_Ju","backhand","block","step","continue","00:01:00:13",118000,333000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,42,4,1416,324,60.13
"43","Mattias_Falck","forehand","drive","step","won","00:01:00:49",207000,148000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,43,5,1417,324,60.49
"44","Lin_Yun_Ju","forehand","serve","no move","won","00:01:04:83",243000,355000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,44,1,1418,325,64.83
"45","Lin_Yun_Ju","forehand","serve","no move","continue","00:01:08:66",164000,296000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,45,1,1419,326,68.66
"46","Mattias_Falck","forehand","push","step","continue","00:01:09:33",137000,148000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,46,2,1420,326,69.33
"47","Lin_Yun_Ju","forehand","drive","step","continue","00:01:09:73",227000,329000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,47,3,1421,326,69.73
"48","Mattias_Falck","backhand","block","step","won","00:01:10:06",125000,179000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,48,4,1422,326,70.06
"49","Mattias_Falck","forehand","serve","no move","continue","00:01:14:73",142000,211000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,49,1,1423,327,74.73
"50","Lin_Yun_Ju","backhand","push","step","continue","00:01:15:56",223000,337000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,50,2,1424,327,75.56
"51","Mattias_Falck","backhand","drive","step","won","00:01:15:93",194000,165000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,51,3,1425,327,75.93
"52","Mattias_Falck","forehand","serve","no move","continue","00:01:20:53",141000,183000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,52,1,1426,328,80.53
"53","Lin_Yun_Ju","backhand","side-spin drive","step","continue","00:01:21:03",211000,338000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,53,2,1427,328,81.03
"54","Mattias_Falck","backhand","drive","step","won","00:01:21:36",221000,163000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,54,3,1428,328,81.36
"55","Lin_Yun_Ju","forehand","serve","no move","continue","00:01:26:26",132000,340000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,55,1,1429,329,86.26
"56","Mattias_Falck","forehand","drive","step","continue","00:01:26:83",185000,170000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,56,2,1430,329,86.83
"57","Lin_Yun_Ju","forehand","drive","step","won","00:01:27:26",226000,353000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,57,3,1431,329,87.26
"58","Lin_Yun_Ju","forehand","serve","no move","continue","00:01:31:56",180000,350000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,58,1,1432,330,91.56
"59","Mattias_Falck","forehand","drive","step","continue","00:01:32:16",134000,149000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,59,2,1433,330,92.16
"60","Lin_Yun_Ju","forehand","drive","cross","continue","00:01:32:69",193000,361000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,60,3,1434,330,92.69
"61","Mattias_Falck","backhand","drive","step","continue","00:01:33:03",148000,135000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,61,4,1435,330,93.03
"62","Lin_Yun_Ju","forehand","block","step","continue","00:01:33:63",192000,356000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,62,5,1436,330,93.63
"63","Mattias_Falck","backhand","drive","step","won","00:01:33:99",226000,171000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,63,6,1437,330,93.99
"64","Mattias_Falck","forehand","serve","no move","continue","00:01:39:73",201000,184000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,64,1,1438,331,99.73
"65","Lin_Yun_Ju","backhand","side-spin drive","step","continue","00:01:40:13",233000,353000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,65,2,1439,331,100.13
"66","Mattias_Falck","backhand","block","step","continue","00:01:40:46",163000,170000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,66,3,1440,331,100.46
"67","Lin_Yun_Ju","backhand","block","step","continue","00:01:40:93",187000,312000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,67,4,1441,331,100.93
"68","Mattias_Falck","backhand","drive","step","won","00:01:41:46",134000,172000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,68,5,1442,331,101.46
"69","Mattias_Falck","forehand","serve","no move","continue","00:01:45:26",144000,197000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,69,1,1443,332,105.26
"70","Lin_Yun_Ju","backhand","side-spin drive","step","continue","00:01:45:79",169000,352000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,70,2,1444,332,105.79
"71","Mattias_Falck","backhand","block","step","continue","00:01:46:23",169000,151000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,71,3,1445,332,106.23
"72","Lin_Yun_Ju","forehand","drive","step","won","00:01:46:73",165000,335000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,72,4,1446,332,106.73
"73","Lin_Yun_Ju","forehand","serve","no move","continue","00:01:51:96",139000,3e+05,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,73,1,1447,333,111.96
"74","Mattias_Falck","forehand","push","step","continue","00:01:52:56",150000,188000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",1,74,2,1448,333,112.56
"75","Lin_Yun_Ju","backhand","side-spin drive","step","won","00:01:52:93",118000,325000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",1,75,3,1449,333,112.93
"76","Lin_Yun_Ju","forehand","serve","no move","continue","00:01:58:63",170000,191000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,1,1,1450,334,118.63
"77","Mattias_Falck","backhand","push","step","won","00:01:59:39",166000,351000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,2,2,1451,334,119.39
"78","Lin_Yun_Ju","forehand","serve","no move","continue","00:02:04:09",192000,171000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,3,1,1452,335,124.09
"79","Mattias_Falck","forehand","push","step","continue","00:02:04:63",224000,342000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,4,2,1453,335,124.63
"80","Lin_Yun_Ju","forehand","drive","step","continue","00:02:05:26",177000,135000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,5,3,1454,335,125.26
"81","Mattias_Falck","forehand","drive","step","continue","00:02:05:63",136000,350000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,6,4,1455,335,125.63
"82","Lin_Yun_Ju","backhand","block","step","won","00:02:06:06",156000,147000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,7,5,1456,335,126.06
"83","Mattias_Falck","forehand","serve","no move","continue","00:02:10:36",189000,292000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,8,1,1457,336,130.36
"84","Lin_Yun_Ju","backhand","side-spin drive","step","continue","00:02:10:79",121000,142000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,9,2,1458,336,130.79
"85","Mattias_Falck","backhand","block","step","continue","00:02:11:19",225000,345000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,10,3,1459,336,131.19
"86","Lin_Yun_Ju","backhand","block","step","won","00:02:11:59",122000,129000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,11,4,1460,336,131.59
"87","Mattias_Falck","forehand","serve","no move","continue","00:02:17:29",187000,285000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,12,1,1461,337,137.29
"88","Lin_Yun_Ju","forehand","push","step","continue","00:02:18:03",138000,125000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,13,2,1462,337,138.03
"89","Mattias_Falck","forehand","drive","step","continue","00:02:18:96",123000,335000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,14,3,1463,337,138.96
"90","Lin_Yun_Ju","backhand","block","step","won","00:02:19:43",208000,156000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,15,4,1464,337,139.43
"91","Lin_Yun_Ju","forehand","serve","no move","continue","00:02:24:06",205000,197000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,16,1,1465,338,144.06
"92","Mattias_Falck","forehand","push","step","continue","00:02:24:56",224000,311000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,17,2,1466,338,144.56
"93","Lin_Yun_Ju","forehand","push","step","won","00:02:25:06",112000,127000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,18,3,1467,338,145.06
"94","Lin_Yun_Ju","forehand","serve","no move","continue","00:02:30:43",203000,183000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,19,1,1468,339,150.43
"95","Mattias_Falck","forehand","push","step","continue","00:02:30:93",183000,313000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,20,2,1469,339,150.93
"96","Lin_Yun_Ju","backhand","side-spin drive","step","continue","00:02:31:36",225000,145000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,21,3,1470,339,151.36
"97","Mattias_Falck","forehand","block","step","won","00:02:31:76",167000,355000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,22,4,1471,339,151.76
"98","Mattias_Falck","forehand","serve","no move","continue","00:02:37:99",122000,342000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,23,1,1472,340,157.99
"99","Lin_Yun_Ju","backhand","drive","step","continue","00:02:38:33",132000,151000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,24,2,1473,340,158.33
"100","Mattias_Falck","backhand","block","step","continue","00:02:38:83",188000,344000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,25,3,1474,340,158.83
"101","Lin_Yun_Ju","forehand","drive","step","won","00:02:39:33",192000,153000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,26,4,1475,340,159.33
"102","Mattias_Falck","forehand","serve","no move","continue","00:02:43:09",204000,310000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,27,1,1476,341,163.09
"103","Lin_Yun_Ju","backhand","side-spin drive","step","won","00:02:43:66",167000,125000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,28,2,1477,341,163.66
"104","Lin_Yun_Ju","forehand","serve","no move","continue","00:02:48:06",141000,148000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,29,1,1478,342,168.06
"105","Mattias_Falck","backhand","side-spin drive","step","continue","00:02:48:53",215000,344000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,30,2,1479,342,168.53
"106","Lin_Yun_Ju","forehand","drive","step","won","00:02:48:86",110000,148000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,31,3,1480,342,168.86
"107","Lin_Yun_Ju","forehand","serve","no move","continue","00:02:53:26",189000,197000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,32,1,1481,343,173.26
"108","Mattias_Falck","forehand","filp","step","continue","00:02:53:76",114000,358000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,33,2,1482,343,173.76
"109","Lin_Yun_Ju","backhand","drive","step","won","00:02:54:13",165000,168000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,34,3,1483,343,174.13
"110","Mattias_Falck","forehand","serve","no move","continue","00:02:58:83",193000,301000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,35,1,1484,344,178.83
"111","Lin_Yun_Ju","backhand","push","step","continue","00:02:59:53",169000,151000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,36,2,1485,344,179.53
"112","Mattias_Falck","forehand","drive","step","continue","00:03:00:33",170000,356000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,37,3,1486,344,180.33
"113","Lin_Yun_Ju","forehand","drive","step","continue","00:03:00:76",118000,155000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,38,4,1487,344,180.76
"114","Mattias_Falck","backhand","block","step","won","00:03:01:43",218000,275000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,39,5,1488,344,181.43
"115","Mattias_Falck","forehand","serve","no move","continue","00:03:05:76",199000,294000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,40,1,1489,345,185.76
"116","Lin_Yun_Ju","backhand","side-spin drive","step","won","00:03:06:16",170000,171000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,41,2,1490,345,186.16
"117","Lin_Yun_Ju","forehand","serve","no move","continue","00:03:11:03",186000,171000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,42,1,1491,346,191.03
"118","Mattias_Falck","forehand","push","step","continue","00:03:11:59",176000,352000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,43,2,1492,346,191.59
"119","Lin_Yun_Ju","backhand","drive","step","continue","00:03:12:13",136000,134000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,44,3,1493,346,192.13
"120","Mattias_Falck","backhand","drive","step","continue","00:03:12:43",230000,341000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,45,4,1494,346,192.43
"121","Lin_Yun_Ju","forehand","drive","step","continue","00:03:12:79",143000,176000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,46,5,1495,346,192.79
"122","Mattias_Falck","backhand","block","step","won","00:03:13:16",210000,344000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,47,6,1496,346,193.16
"123","Lin_Yun_Ju","forehand","serve","no move","continue","00:03:18:59",219000,136000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,48,1,1497,347,198.59
"124","Mattias_Falck","forehand","drive","step","continue","00:03:19:13",160000,347000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,49,2,1498,347,199.13
"125","Lin_Yun_Ju","backhand","drive","step","continue","00:03:19:49",205000,129000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,50,3,1499,347,199.49
"126","Mattias_Falck","forehand","drive","step","continue","00:03:19:83",125000,340000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,51,4,1500,347,199.83
"127","Lin_Yun_Ju","backhand","drive","step","continue","00:03:20:23",208000,112000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,52,5,1501,347,200.23
"128","Mattias_Falck","forehand","drive","step","continue","00:03:20:59",147000,356000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,53,6,1502,347,200.59
"129","Lin_Yun_Ju","forehand","drive","step","won","00:03:21:06",196000,174000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Mattias_Falck",2,54,7,1503,347,201.06
"130","Mattias_Falck","forehand","serve","no move","continue","00:03:26:23",172000,310000,"主文",13,"112/",2024,"ITTFWorlds MT R16","Lin_Yun_ju","3-0","Lin_Yun_Ju",2,55,1,1504,348,206.23
